,Unnamed: 0,location,total_sqft,bath,price,bhk
194,224,8th Phase JP Nagar,1298.0,2.0,5900000.0,2
195,225,8th Phase JP Nagar,1006.0,2.0,4400000.0,2
196,226,8th Phase JP Nagar,500.0,1.0,3300000.0,1
197,227,8th Phase JP Nagar,1160.0,2.0,9500000.0,2
198,228,8th Phase JP Nagar,1245.0,2.0,5900000.0,2
199,229,8th Phase JP Nagar,1510.0,2.0,8000000.0,2
200,230,8th Phase JP Nagar,3300.0,3.0,16500000.0,3
201,231,8th Phase JP Nagar,1730.0,5.0,7500000.0,5
202,234,8th Phase JP Nagar,1046.0,2.0,4800000.0,2
203,236,8th Phase JP Nagar,1408.0,3.0,8000000.0,3
204,238,9th Phase JP Nagar,1005.0,2.0,5000000.0,2
205,240,9th Phase JP Nagar,1100.0,2.0,6500000.0,2
206,241,9th Phase JP Nagar,1080.0,2.0,3700000.0,2
207,242,9th Phase JP Nagar,1035.0,2.0,4500000.0,2
208,243,9th Phase JP Nagar,5000.0,4.0,29000000.0,4
209,244,9th Phase JP Nagar,1164.0,2.0,5600000.0,2
210,245,9th Phase JP Nagar,1005.0,2.0,4200000.0,2
211,246,9th Phase JP Nagar,1127.0,2.0,5000000.0,2
212,247,9th Phase JP Nagar,1005.0,2.0,4300000.0,2
213,248,9th Phase JP Nagar,835.0,2.0,3700000.0,2
214,249,9th Phase JP Nagar,1050.0,2.0,3900000.0,2
215,250,9th Phase JP Nagar,660.0,2.0,2700000.0,2
216,251,9th Phase JP Nagar,600.0,1.0,2000000.0,1
217,252,9th Phase JP Nagar,1466.0,2.0,7100000.0,2
218,253,9th Phase JP Nagar,1890.0,2.0,9300000.0,3
219,254,9th Phase JP Nagar,1079.0,2.0,6000000.0,2
220,255,9th Phase JP Nagar,1480.0,2.0,8000000.0,2
221,256,9th Phase JP Nagar,1200.0,2.0,8000000.0,2
222,257,9th Phase JP Nagar,905.0,2.0,3200000.0,2
223,258,9th Phase JP Nagar,1073.0,2.0,5236000.0,2
224,259,9th Phase JP Nagar,1719.3,2.0,8800000.0,3
225,260,9th Phase JP Nagar,1780.0,3.0,8800000.0,3
226,262,9th Phase JP Nagar,1522.0,3.0,9000000.0,3
227,265,9th Phase JP Nagar,890.0,2.0,4500000.0,2
228,267,9th Phase JP Nagar,5000.0,4.0,30000000.0,4
229,269,9th Phase JP Nagar,1050.0,2.0,3500000.0,2
230,270,9th Phase JP Nagar,1331.95,2.0,6900000.0,2
231,271,AECS Layout,1100.0,2.0,4500000.0,2
232,272,AECS Layout,1028.0,2.0,4200000.0,2
233,273,AECS Layout,1199.0,2.0,6500000.0,2
234,274,AECS Layout,1080.0,2.0,5500000.0,2
235,275,AECS Layout,1123.0,2.0,6400000.0,2
236,276,AECS Layout,1308.0,2.0,6000000.0,2
237,277,AECS Layout,1005.0,2.0,5500000.0,2
238,279,Abbigere,985.0,2.0,4039000.0,2
239,280,Abbigere,2200.0,6.0,6800000.0,6
240,281,Abbigere,765.0,2.0,3000000.0,1
241,282,Abbigere,880.0,2.0,3500000.0,2
242,283,Abbigere,795.0,2.0,3254000.0,2
243,284,Abbigere,1005.0,2.0,3959000.0000000005,2
244,285,Abbigere,734.0,1.0,1982000.0,1
245,287,Abbigere,1020.0,2.0,4182000.0,2
246,288,Abbigere,985.0,2.0,4039000.0,2
247,289,Abbigere,2500.0,6.0,8100000.0,6
248,290,Abbigere,795.0,2.0,3254000.0,2
249,291,Abbigere,1130.0,2.0,4633000.0,2
250,292,Abbigere,795.0,1.0,3260000.0,2
251,293,Abbigere,3000.0,8.0,15000000.0,8
252,294,Abbigere,985.0,2.0,3892000.0,2
253,295,Abbigere,1000.0,2.0,4100000.0,2
254,296,Abbigere,995.0,2.0,4079999.9999999995,2
255,297,Abbigere,1020.0,2.0,4079999.9999999995,2
256,298,Akshaya Nagar,1388.0,2.0,5700000.0,2
257,299,Akshaya Nagar,1070.0,2.0,5400000.0,2
258,300,Akshaya Nagar,1280.0,2.0,5800000.0,2
259,301,Akshaya Nagar,1662.0,3.0,8510000.0,3
260,302,Akshaya Nagar,1897.0,3.0,12000000.0,3
261,303,Akshaya Nagar,1410.0,2.0,7500000.0,3
262,304,Akshaya Nagar,1360.0,2.0,8500000.0,3
263,306,Akshaya Nagar,1410.0,2.0,8000000.0,3
264,307,Akshaya Nagar,1662.0,3.0,8500000.0,3
265,308,Akshaya Nagar,1662.0,3.0,8550000.0,3
266,309,Akshaya Nagar,1280.0,2.0,6000000.0,2
267,310,Akshaya Nagar,1666.0,3.0,9500000.0,3
268,311,Akshaya Nagar,1575.0,3.0,9000000.0,3
269,312,Akshaya Nagar,1430.0,2.0,7500000.0,3
270,313,Akshaya Nagar,1419.0,2.0,7300000.0,3
271,314,Akshaya Nagar,1280.0,2.0,6000000.0,2
272,315,Akshaya Nagar,1200.0,2.0,5000000.0,2
273,316,Akshaya Nagar,1092.0,2.0,6000000.0,2
274,317,Akshaya Nagar,1690.0,3.0,8500000.0,3
275,319,Akshaya Nagar,1897.0,4.0,9300000.0,3
276,320,Akshaya Nagar,1884.0,3.0,9800000.0,3
277,321,Akshaya Nagar,1314.0,2.0,6880000.0,2
278,322,Akshaya Nagar,1690.0,3.0,8500000.0,3
279,323,Akshaya Nagar,1265.0,2.0,6700000.0,2
280,324,Akshaya Nagar,1126.0,2.0,5500000.0,2
281,326,Akshaya Nagar,1662.0,3.0,9000000.0,3
282,327,Akshaya Nagar,1420.0,2.0,7500000.0,3
283,328,Akshaya Nagar,1412.0,2.0,8800000.0,3
284,329,Akshaya Nagar,1434.0,3.0,8400000.0,3
285,330,Akshaya Nagar,1890.0,4.0,10000000.0,3
286,332,Akshaya Nagar,1419.0,2.0,8700000.0,3
287,333,Akshaya Nagar,1300.0,2.0,5400000.0,2
288,334,Akshaya Nagar,1690.0,3.0,8500000.0,3
289,335,Akshaya Nagar,1113.0,2.0,5200000.0,2
290,336,Akshaya Nagar,1820.0,4.0,9500000.0,3
291,337,Akshaya Nagar,1100.0,2.0,4800000.0,2
292,338,Akshaya Nagar,1896.0,3.0,10200000.0,3
293,339,Akshaya Nagar,1300.0,2.0,6600000.0,2
294,340,Akshaya Nagar,1225.0,2.0,6800000.0,2
295,341,Akshaya Nagar,1179.0,2.0,5100000.0,2
296,342,Akshaya Nagar,1421.0,2.0,7300000.0,3
297,343,Akshaya Nagar,1893.0,4.0,9500000.0,3
298,344,Akshaya Nagar,900.0,2.0,4500000.0,2
299,345,Ambalipura,1105.0,2.0,7500000.0,2
300,346,Ambalipura,1800.0,3.0,11000000.0,3
301,347,Ambalipura,1150.0,2.0,8000000.0,2
302,348,Ambalipura,1250.0,2.0,6625000.0,2
303,349,Ambalipura,1332.0,2.0,7900000.0,2
304,350,Ambalipura,1730.0,3.0,12000000.0,3
305,352,Ambalipura,1230.0,2.0,6625000.0,2
306,353,Ambalipura,1351.0,2.0,7700000.0,2
307,357,Ambalipura,1303.0,2.0,8000000.0,2
308,358,Ambalipura,1607.0,2.0,11200000.0,3
309,359,Ambalipura,770.0,1.0,4382000.0,1
310,360,Ambalipura,1700.0,2.0,7600000.0,2
311,361,Ambalipura,1060.0,2.0,5850000.0,2
312,362,Ambalipura,1650.0,3.0,10000000.0,3
313,363,Ambalipura,1607.0,2.0,11200000.0,3
314,364,Ambalipura,1198.0,2.0,8000000.0,2
315,365,Ambedkar Nagar,1935.0,4.0,13000000.0,3
316,366,Ambedkar Nagar,1424.0,2.0,9000000.0,2
317,367,Ambedkar Nagar,2225.0,4.0,16900000.0,3
318,368,Ambedkar Nagar,1862.0,3.0,12000000.0,3
319,369,Ambedkar Nagar,1850.0,4.0,13900000.0,3
320,370,Ambedkar Nagar,1936.0,4.0,12600000.0,3
321,371,Ambedkar Nagar,1862.0,3.0,11900000.0,3
322,372,Ambedkar Nagar,1424.0,2.0,9000000.0,2
323,373,Ambedkar Nagar,2150.0,4.0,12500000.0,3
324,374,Ambedkar Nagar,3530.0,4.0,29000000.0,4
325,375,Ambedkar Nagar,1856.0,3.0,12000000.0,3
326,376,Ambedkar Nagar,1852.0,3.0,13000000.0,3
327,377,Ambedkar Nagar,1850.0,4.0,12000000.0,3
328,378,Ambedkar Nagar,1367.0,2.0,8600000.0,2
329,379,Ambedkar Nagar,3565.0,4.0,25500000.0,4
330,380,Ambedkar Nagar,1409.0,2.0,9500000.0,2
331,381,Ambedkar Nagar,1950.0,4.0,12000000.0,3
332,382,Ambedkar Nagar,1921.0,4.0,12900000.0,3
333,383,Ambedkar Nagar,1920.0,4.0,12100000.0,3
334,384,Ambedkar Nagar,1935.0,4.0,12500000.0,3
335,385,Ambedkar Nagar,1852.0,4.0,12200000.0,3
336,386,Ambedkar Nagar,1950.0,4.0,12000000.0,3
337,387,Ambedkar Nagar,1852.0,3.0,12500000.0,3
338,388,Ambedkar Nagar,1850.0,4.0,12100000.0,3
339,389,Ambedkar Nagar,1425.0,2.0,9400000.0,2
340,390,Ambedkar Nagar,2395.0,4.0,15000000.0,3
341,391,Amruthahalli,900.0,2.0,4000000.0,2
342,392,Amruthahalli,1200.0,2.0,5500000.0,2
343,393,Amruthahalli,1900.0,3.0,13500000.0,3
344,394,Amruthahalli,924.0,2.0,4500000.0,2
345,395,Amruthahalli,900.0,2.0,6000000.0,2
346,396,Amruthahalli,1100.0,2.0,4500000.0,2
347,397,Amruthahalli,1200.0,2.0,5500000.0,2
348,401,Amruthahalli,1450.0,2.0,8500000.0,3
349,402,Amruthahalli,1200.0,2.0,5500000.0,2
350,403,Amruthahalli,1250.0,2.0,7900000.0,2
351,404,Amruthahalli,1190.0,2.0,5000000.0,2
352,405,Amruthahalli,1202.0,2.0,6500000.0,2
353,406,Amruthahalli,1340.0,2.0,7500000.0,2
354,407,Amruthahalli,2650.0,4.0,17500000.0,3
355,408,Amruthahalli,1450.0,2.0,9000000.0,3
356,409,Amruthahalli,1025.0,2.0,4200000.0,2
357,410,Amruthahalli,485.0,1.0,1950000.0,1
358,411,Anandapura,1167.0,2.0,4376000.0,2
359,412,Anandapura,1000.0,2.0,5500000.0,2
360,413,Anandapura,1141.0,2.0,4279000.0,2
361,415,Anandapura,1200.0,2.0,6700000.0,2
362,416,Anandapura,1200.0,2.0,5800000.0,2
363,417,Anandapura,1151.0,2.0,4310000.0,2
364,418,Anandapura,1141.0,2.0,4275000.0,2
365,419,Anandapura,900.0,2.0,4800000.0,2
366,420,Anandapura,1749.0,4.0,9000000.0,4
367,421,Anandapura,1151.0,2.0,4290000.0,2
368,423,Anandapura,1250.0,2.0,4500000.0,2
369,424,Anandapura,1151.0,2.0,4316000.0,2
370,425,Anandapura,1200.0,2.0,5800000.0,2
371,426,Anandapura,1200.0,2.0,6600000.0,3
372,427,Anandapura,1415.0,2.0,7400000.0,3
373,428,Anandapura,1200.0,2.0,5000000.0,2
374,429,Anandapura,1141.0,2.0,5000000.0,2
375,431,Ananth Nagar,500.0,1.0,1400000.0,1
376,432,Ananth Nagar,1100.0,2.0,3150000.0,2
377,433,Ananth Nagar,982.0,2.0,2455000.0,2
378,434,Ananth Nagar,500.0,2.0,1400000.0,1
379,435,Ananth Nagar,900.0,2.0,2250000.0,2
380,436,Ananth Nagar,908.0,2.0,2600000.0,2
381,437,Ananth Nagar,870.0,2.0,3600000.0,2
382,438,Ananth Nagar,937.0,2.0,3500000.0,2
383,439,Ananth Nagar,960.0,2.0,3700000.0,2
384,440,Ananth Nagar,500.0,1.0,1400000.0,1
385,441,Ananth Nagar,1000.0,2.0,2970000.0,2
386,442,Ananth Nagar,850.0,2.0,2599000.0,2
387,443,Ananth Nagar,902.0,2.0,2526000.0,2
388,444,Ananth Nagar,1470.0,3.0,5400000.0,3
389,445,Ananth Nagar,810.0,2.0,2550000.0,2
390,446,Ananth Nagar,890.0,2.0,2700000.0,2
391,447,Ananth Nagar,1200.0,2.0,3600000.0,2
392,449,Ananth Nagar,1319.0,3.0,4200000.0,3
393,450,Ananth Nagar,1000.0,2.0,2500000.0,2
394,451,Ananth Nagar,902.0,2.0,2500000.0,2
395,452,Ananth Nagar,930.0,2.0,2599000.0,2
396,453,Ananth Nagar,1074.0,2.0,2685000.0,2
397,454,Ananth Nagar,500.0,1.0,1400000.0,1
398,455,Ananth Nagar,1010.0,2.0,3800000.0,2
399,456,Ananth Nagar,992.0,2.0,2480000.0,2
400,458,Anekal,656.0,2.0,2200000.0,2
401,459,Anekal,620.0,2.0,2200000.0,2
402,460,Anekal,600.0,1.0,1650000.0,1
403,461,Anekal,925.0,2.0,4000000.0,2
404,462,Anekal,530.0,1.0,1800000.0,1
405,463,Anekal,1800.0,3.0,6800000.0,3
406,465,Anekal,351.0,1.0,1600000.0,1
407,466,Anekal,1035.0,2.0,3829999.9999999995,2
408,467,Anekal,888.0,2.0,3400000.0,2
409,471,Anekal,1200.0,2.0,3600000.0,4
410,472,Anekal,766.0,2.0,2800000.0,2
411,473,Anekal,967.0,2.0,4500000.0,3
412,474,Anekal,620.0,1.0,2350000.0,2
413,475,Anekal,1150.0,3.0,4500000.0,3
414,478,Anekal,400.0,1.0,1150000.0,1
415,479,Anekal,456.0,1.0,1500000.0,1
416,482,Anekal,2400.0,4.0,9500000.0,3
417,486,Anekal,420.0,1.0,1250000.0,1
418,487,Anekal,614.0,1.0,2800000.0,2
419,488,Anekal,1140.0,2.0,5200000.0,2
420,489,Anekal,625.0,1.0,2500000.0,2
421,490,Anjanapura,1850.0,4.0,8600000.0,4
422,491,Anjanapura,1070.0,2.0,3900000.0,2
423,492,Anjanapura,1500.0,3.0,12100000.0,3
424,493,Anjanapura,1070.0,2.0,3700000.0,2
425,494,Anjanapura,950.0,2.0,4000000.0,2
426,495,Anjanapura,1280.0,2.0,4500000.0,3
427,496,Anjanapura,710.0,2.0,2500000.0,2
428,498,Anjanapura,950.0,2.0,3200000.0,2
429,499,Anjanapura,1800.0,4.0,5500000.0,4
430,500,Anjanapura,1843.0,3.0,8754000.0,3
431,501,Anjanapura,1076.0,2.0,3013000.0,2
432,502,Anjanapura,950.0,2.0,3000000.0,2
433,503,Ardendale,1750.0,3.0,10000000.0,3
434,504,Ardendale,3198.0,4.0,20000000.0,4
435,505,Ardendale,2422.0,4.0,16000000.0,4
436,506,Ardendale,1750.0,3.0,10000000.0,3
437,507,Ardendale,3200.0,4.0,20500000.0,4
438,508,Ardendale,1728.0,3.0,9500000.0,3
439,509,Ardendale,2062.0,3.0,14000000.0,4
440,510,Ardendale,1732.46,3.0,9200000.0,3
441,511,Ardendale,2062.0,3.0,15000000.0,4
442,513,Ardendale,1224.0,2.0,7000000.0,2
443,514,Ardendale,1777.26,3.0,10500000.0,3
444,515,Ardendale,1650.0,3.0,8200000.0,3
445,516,Ardendale,2062.0,3.0,14000000.0,4
446,517,Ardendale,1650.0,3.0,8200000.0,3
447,518,Ardendale,1224.0,2.0,6700000.0,2
448,519,Ardendale,1723.0,3.0,9500000.0,3
449,520,Ardendale,1777.26,3.0,8900000.0,3
